Município,CNES,Nome da UBS,Calendário vacinal afixado em local visível,Há controle de acesso por meio de chave ou senha à área das vacinas,A sala de vacina é utilizada exclusivamente para este fim,Marque quais dos itens abaixo estão FALTANDO na sala de vacina inspecionada,Materiais perfurocortantes são descartados adequadamente,As seringas e agulhas estão em recipientes fechados e limpos,Sala de vacina climatizada,Sala de vacina dispõe de paredes e pisos laváveis e de fácil higienização,O equipamento de refrigeração está susceptível à luz solar direta,Como é registrada a data de abertura do frasco em vacinas multidose,Foi verificada a falta de quais vacinas listadas abaixo,Existem caixas térmicas/isopores sendo utilizadas para outras finalidades,A temperatura interna das caixas térmicas/isopor com vacinas está sendo monitorada continuamente,Tipos de equipamentos utilizados para estocagem das vacinas,Equipamento de armazenamento exclusivo para as vacinas,Tomada elétrica é exclusiva do equipamento,Equipamento mal conservado ou com problemas de funcionamento,Mnutenção dentro da data de validade,Painel de exibição de temperatura funcional,Temperatura interna do equipamento está sendo monitorada por termômetro,Temperatura no painel do equipamento entre 2°C e 8°C,Mecanismo de proteção contra queda de energia,Anotações diárias da temperatura em formulário próprio,Houve alteração anormal da temperatura do equipamento que armazena as vacinas,Como é feito o registro da vacinação,Controle pela ESF do acompanhamento das crianças de 0-1 ano de idade com vacinação em atraso,Agentes da ESF realizaram busca ativa de crianças de 0-1 ano com vacinação em atraso em abril/2023,Quantitativo de crianças de 0-1 ano de idade cadastradas na UBS,Quantitativo de crianças de 0-1 ano de idade com calendário vacinal em atraso em abril/2023,Documentos da última supervisão realizada pela Gestão de saúde municipal nas salas de vacinação,Documentos da última manutenção nos equipamentos de refrigeração,Documentos da designação formal do responsável técnico,Cobertura Vacinal
Água Preta,3931994,Florescente,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0.5,1,0.5,1,0,1,1,1.0,0,0,0.637325
Água Preta,6248314,Cruzeiro,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.5,0,1.0,1,1,1,0,1.0,0,0,0.637325
Água Preta,3996425,Pirangi,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.5,0,0.5,1,0,1,0,1.0,0,0,0.637325
Água Preta,2356244,Agrovila Liberal,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.5,0,0.5,1,0,1,0,1.0,0,0,0.637325
Barreiros,4074270,Santa Clara,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1.0,1,0.5,0,0,1,0,0.5,0,1,0.8047
Barreiros,2348144,Vila Itaperibu,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1.0,1,0.5,0,0,1,1,0.5,0,1,0.8047
Custódia,2633469,UBS Nossa Senhora de Lourdes,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,0,0,1.034425
Barreiros,2499770,Dr José Dhália,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,0,0.5,0,1,0.8047
Custódia,2633418,UBSF Cohab,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.0,0,1,1.034425
Barreiros,853240,Piabas (Inaldo Ferreira),0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,0,0.5,0,1,0.8047
Barreiros,2348128,Mário Lacerda de Melo,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,0.5,0,0,1,1,0.5,0,1,0.8047
Barreiros,2348101,Tibiri,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,1,0.5,0,1,0.8047
Custódia,5276454,UBSF Cruzeiro,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,0,0.0,1,0,1.034425
Barreiros,7620349,Josicleide Maria da Silva Souza,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,0.5,0,0,1,0,0.5,0,1,0.8047
Custódia,2633450,UBSF Redenção,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,0,0.0,1,0,1.034425
Custódia,7775040,UBS Redenção II,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.0,0,0,1.034425
Vicência,5895200,PSF FAMÍLIA MÃE RAINHA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,0,0.8856
Vicência,2636689,PSF LOT JRMC FIGUEIRÊDO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,0,0.8856
Vicência,2355809,PSF COMUNIDADE CRISTÃ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,0,0,0.8856
Vicência,9444637,PSF CHÃ DOS MANDADOS,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,0,0,0.8856
Buenos Aires,2636123,LAGOA DO OITEIRO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,0,0,0.849725
Buenos Aires,2636085,FAMÍLIA CANAFISTULA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1.0,0,1.0,1,1,1,1,1.0,0,0,0.849725
Buenos Aires,2636115,VILA SÃO LUIZ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,0,0.849725
Buenos Aires,6698026,SANTA IRACEMA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,0,0.849725
Buenos Aires,2336107,NOSSA SENHORA DE FÁTIMA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,0,0.849725
Custódia,2633477,USF Pindoba,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,0,0,1.034425
Custódia,7763255,USF Carvalho,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,0,0,1,0,0.0,0,0,1.034425
Custódia,5810191,UBSF Nemésio Luiz dos Santos,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,1,0,1.034425
Custódia,2703785,USF Maravilha,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,0,0,1,0,0.0,0,0,1.034425
Custódia,9403434,UBSF Caldeirão,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.0,1,0,1.034425
Custódia,198498,USF Mata Verde,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,0,0,1,0,0.0,0,0,1.034425
Custódia,2703793,USF Quitimbu,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,0,0,1.034425
Vitória de Santo Antão,3164233,USF PIRITUBA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1.0,1,0.5,0,0,1,1,1.0,0,0,0.69285
Vitória de Santo Antão,2638096,USF CAIÇARA,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,0.5,0,0,1,1,1.0,0,0,0.69285
Vitória de Santo Antão,2638304,USF CAJUEIRO,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,0.5,0,0,1,0,1.0,0,0,0.69285
Vitória de Santo Antão,2638169,USF MAUÉS,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,0,0,1,1,1.0,0,0,0.69285
Vitória de Santo Antão,2638193,USF NATUBA,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1.0,1,0.5,0,0,1,1,1.0,0,0,0.69285
Jaboatão dos Guararapes,5679079,USF SOCORRO,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.0,0,0,1,1,0.0,0,0,0.4341
Jaboatão dos Guararapes,7758758,USF DOIS CARNEIROS BAIXO III,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1.0,1,0.5,0,0,1,1,0.0,0,0,0.4341
Jaboatão dos Guararapes,2349663,UBS NOSSA SENHORA DO PERPÉTUO SOCORRO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,0.5,0,0,1,1,0.0,0,0,0.4341
Jaboatão dos Guararapes,3289478,USF ALTO DOIS CARNEIROS I,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0.5,0,1.0,0,0,1,1,0.0,0,0,0.4341
Vitória de Santo Antão,2638150,USF LAGOA REDONDA,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1.0,1,1.0,0,0,1,1,1.0,0,0,0.69285
Vitória de Santo Antão,9402926,USF MATRIZ,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,0,0,0.69285
Jaboatão dos Guararapes,7040504,USF DOIS CARNEIROS BAIXO II,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,0,0,1,1,0.0,1,0,0.4341
Gravatá,5872758,PSF RICARDO VALMIR DA SILVA LIMA,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1.0,0,0,1,0,0.0,0,0,0.8270000000000001
Jaboatão dos Guararapes,2346729,USF NOSSA SRA DOS PRAZERES,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0.0,1,0.0,0,0,1,1,0.0,0,0,0.4341
Jaboatão dos Guararapes,5816211,USF PACHECO,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,1,0.0,0,0,0.4341
Gravatá,5708222,USF DRA ANA MARIA CAMINHA MACIEL SILVA,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1,1.0,0,1,1,0,0.0,0,0,0.8270000000000001
Santa Filomena,2635410,USF DE CAMPO SANTO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,1,0,1.105025
Jaboatão dos Guararapes,7280661,USF JOSÉ CARLOS RIBEIRO,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0.5,1,1.0,0,0,1,1,0.0,1,0,0.4341
Altinho,2319330,UBS ITUGUAÇU,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.0,0,0,0.774625
Jaboatão dos Guararapes,2432951,USF JOSÉ COELHO PEREIRA,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,0.0,0,0,0.4341
Afogados da Ingazeira,7373775,ESF MONTE ALEGRE,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,0.5,0,0,1,1,1.0,0,0,0.8419500000000001
Jaboatão dos Guararapes,6624588,USF CURADO II II,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,1,0,0.4341
Jaboatão dos Guararapes,452327,USF CURADO IV,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,0.5,0,0,1,1,1.0,1,0,0.4341
Jaboatão dos Guararapes,3779785,USF CURADO III E II,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,1,0,0.4341
Jaboatão dos Guararapes,9296867,USF CURADO I II,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1.0,1,1.0,0,0,1,1,1.0,0,0,0.4341
São José do Egito,3983706,ESFSB DE BONFIM,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,2635666,ESF RIACHO DO MEIO I,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,2351943,ESFSB SÃO BORJA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,6635512,ESF DE RIACHO DO MEIO II,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,3983714,ESF CENTRAL,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,2635682,ESF BAIRRO IPIRANGA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,2351897,ESF ARLINDO LEITE LOPES PLANALTO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,947784,ESF PLANALTO III,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,947806,ESF SAO JOAO II,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,991457,ESF DE RIACHO DO MEIO III,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,6856020,ESF IPIRANGA II,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,1.05
São José do Egito,2635658,ESF BAIRRO NOVO HORIZONTE,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,1.05
Vitória de Santo Antão,2638231,USF MARANHÃO,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,1,1.0,0,0,0.69285
Triunfo,2434512,UNIDADE DE SAÚDE DA FAMÍLIA USF I DR ARTUR LEAL DINIZ,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.5,1,1.0,1,1,1,1,0.0,0,0,0.9357
Altinho,988553,UBS Olaria -  Maria Adeilda dos santos,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,0.0,0,0,0.774625
Triunfo,2635615,UNIDADE DE SAÚDE DA FAMÍLIA USF II JOSÉ LOPES DE CARVALHO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,0.5,1,1,1,1,0.0,0,0,0.9357
Altinho,6654576,UBS LOTEAMENTO NOVO ALTINHO,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,0,0,0.774625
Vitória de Santo Antão,2638258,USF REDENÇÃO,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,0,0,0.69285
Aliança,3565491,USF ANTONIO JOSE DE MELO,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,0.0,1,0,1.016575
Altinho,2319292,UBS LINDAURA ALVES,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,0.0,0,0,0.774625
Triunfo,2635623,UNIDADE DE SAÚDE DA FAMÍLIA USF III JERICÓ,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,1,0.5,1,1,1,1,0.0,0,0,0.9357
Altinho,3756645,UBS COHAB,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,1.0,0,0,0.774625
Triunfo,3815773,UNIDADE DE SAÚDE DA FAMÍLIA USF IV JEOVÁ HENRIQUE DA SILVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1.0,1,1,1,1,0.0,0,0,0.9357
Afogados da Ingazeira,5874262,ESTRATEGIA DE SAUDE DA FAMILIA SAO FRANCISCO,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0.5,0,1.0,0,0,1,1,1.0,0,1,0.8419500000000001
Triunfo,7192495,UNIDADE DE SAÚDE DA FAMÍLIA USF V JÚLIO RAMOS DE SOUSA,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,0.5,1,1,1,1,0.0,0,0,0.9357
Afogados da Ingazeira,7320647,ESF MANDACARU DO CENTRO II,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1.0,0,0,1,1,1.0,0,1,0.8419500000000001
Altinho,2319306,UBS Guaraciaba,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,0.0,0,0,0.774625
Triunfo,7958080,UNIDADE DE SAÚDE DA FAMÍLIA USF VI Mª GORETTI M GASTÃO,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,1,1,1,1,0.0,0,0,0.9357
Triunfo,3496678,USF DR PAULO RICARDO DA SILVA SANTOS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,1,0,1,0,0.0,0,0,0.9357
Altinho,2319322,UBS VILA SAO JOSE,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.0,0,0,0.774625
Altinho,2319349,UBS TAQUARA,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,0.0,0,0,0.774625
Afogados da Ingazeira,2635690,PSF PE PEDRO PEREIRA PONTE,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1.0,0,0,1,1,1.0,0,1,0.8419500000000001
Altinho,3756653,UBS CENTRO,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,0.0,0,0,0.774625
Vitória de Santo Antão,9402942,USF LOTEAMENTO CONCEIÇÃO II,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,1,1.0,0,0,0.69285
Afogados da Ingazeira,2429535,PSF BORGES,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1.0,0,0,1,1,1.0,0,1,0.8419500000000001
Vitória de Santo Antão,6895751,USF BELA VISTA II,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,0.5,0,0,1,0,1.0,0,0,0.69285
Gravatá,5625637,PSF N S DAS GRACAS,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,0,1.0,0,0,1,0,0.0,0,0,0.8270000000000001
Vitória de Santo Antão,2638118,USF MÁRIO BEZERRA,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,1,1.0,0,0,0.69285
Afogados da Ingazeira,2429519,PSF SOBREIRA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.0,1,1.0,0,0,1,1,1.0,0,1,0.8419500000000001
Vitória de Santo Antão,9402950,USF LOTEAMENTO DE BAU,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,1.0,0,0,0.69285
Quipapá,2356422,Antônio Elias Brasil,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.5,1,0.5,0,0,1,0,0.0,0,1,0.80125
Garanhuns,7184360,USF MASSARANDUBA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,0,1.0,0,1,0.7910249999999999
Garanhuns,2632063,USF INDIANO III,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,0,1,0.7910249999999999
Vitória de Santo Antão,2638185,USF DO MATADOURO,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,0,0,1,1,1.0,0,0,0.69285
Vitória de Santo Antão,2711486,USF ÁGUA BRANCA,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,0,0,0.69285
Vitória de Santo Antão,2638282,USF JARDIM IPIRANGA,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,1,1.0,0,0,0.69285
Lagoa Grande,7770197,ESF 09 DISTRITO DE JUTAI COMUNIDADE AÇUDE SACO,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,1,1,1,1,1.0,0,1,1.008725
Vitória de Santo Antão,3230198,USF SERRA GRANDE,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,0.5,0,0,1,1,1.0,0,0,0.69285
Vitória de Santo Antão,9625321,USF LUIZ GONZAGA,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1.0,0,0.5,0,0,1,1,1.0,0,0,0.69285
Vitória de Santo Antão,2638177,USF SANTANA,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,0,1.0,0,0,0.69285
São José da Coroa Grande,5496829,Sítio Cunha,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,0.5,0,0,1,0,1.0,1,1,1.145775
Vitória de Santo Antão,2638274,USF CIDADE DE DEUS (unidade da lista reserva),1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,1.0,0,0,0.69285
São José da Coroa Grande,2714027,Gameleira,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,0.5,0,0,1,0,1.0,1,1,1.145775
São José da Coroa Grande,967696,Marinita de Oliveira,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,0.5,0,0,1,0,1.0,1,1,1.145775
São José da Coroa Grande,2714248,Tentugal,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,0.5,0,0,1,0,1.0,1,1,1.145775
Bom Conselho,7799659,UBS XV DE NOVEMBRO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,0,1.4026999999999998
Bom Conselho,2632403,UBS DR. JOSÉ FRANÇA ROCHA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,0,1.4026999999999998
Bom Conselho,2632381,UBS DR. JOSÉ BARBOSA DE OLIVEIRA,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,0,1.4026999999999998
Bom Conselho,2632497,UBS AUDIRA A CAVALCANTE - RAINHA ISABEL,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,0,1.4026999999999998
São José da Coroa Grande,2714264,Vírginia Albuquerque,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,0,0,1,0,1.0,1,1,1.145775
Bom Conselho,2632446,UBS LAGOA DE SÃO JOSÉ,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,0,1.4026999999999998
Bom Conselho,7833865,UBS LUISA MARIA DE DEUS - SÍTIO FEIJÃO,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,0,1.4026999999999998
Garanhuns,3019888,USF DE AUGUSTINHO BRANCO HELIOPOLIS II,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,0,0.7910249999999999
Gravatá,2435896,PSF DE AVENCAS,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,0,0,1,0,0.0,0,0,0.8270000000000001
São José da Coroa Grande,2712326,Abreu do Una,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,0,0.5,0,0,1,0,1.0,1,1,1.145775
Gravatá,2436086,PSF MARIA AUXILIADORA ALDEIR MENEZES CAVALC,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,0,0.0,0,0,0.8270000000000001
Bom Conselho,9358838,UBS RAINHA ISABEL II,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,0,1.4026999999999998
Garanhuns,3002586,UBS LIBERDADE,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,1,0.7910249999999999
Bom Conselho,5868874,UBS MÃE RAINHA - LOTEAMENTO VAVÁ,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,0,1.4026999999999998
